SEQKEY;Response;Picture Option;Marketing Segment;CHANNEL;Zip3 (not in original)
UB17477027;N;A;13;Email;604
UB17479627;N;A;13;Web;283
UB17480591;N;A;35;Email;117
UB17486143;N;A;54;Direct Mail;40
UB17495037;N;A;35;Web;462
UB17503186;N;A;35;Email;945
UB17505496;N;A;13;Email;662
UB17509811;N;A;13;Direct Mail;201
UB17511015;N;A;13;Direct Mail;21
UB17515354;N;A;13;Email;631
UB17519794;N;A;13;Web;152
UB17520222;N;A;13;Email;452
UB17531385;N;A;31;Email;32
UB17540766;N;A;31;Email;381
UB17540881;N;A;31;Direct Mail;64
UB17550468;N;A;7;Direct Mail;750
UB17551250;N;A;31;Email;331
UB17561523;N;A;13;Email;600
UB17565292;N;A;32;Direct Mail;970
UB17565714;N;A;13;Web;550
UB17580259;N;A;13;Email;926
UB17582719;N;A;13;Direct Mail;750
UB17585811;N;A;35;Web;891
UB17594730;N;A;13;Direct Mail;38
UB17599671;N;A;31;Direct Mail;265
UB17601956;N;A;35;Email;64
UB17606724;N;A;13;Email;152
UB17607342;N;A;54;Email;554
UB17609330;N;A;35;Email;926
UB17617853;N;A;54;Email;875
UB17619446;N;A;54;Web;60
UB17624099;N;A;13;Direct Mail;601
UB17625732;N;A;13;Email;38
UB17631193;Y;A;13;Email;296
UB17634643;N;A;13;Email;750
UB17640509;Y;A;13;Web;917
UB17641630;N;A;13;Web;331
UB17645409;N;A;31;Direct Mail;463
UB17646985;N;A;35;Web;275
UB17647868;N;A;35;Email;32
UB17649237;N;A;35;Email;441
UB17649971;N;A;54;Direct Mail;331
UB17651480;Y;A;54;Direct Mail;570
UB17664483;N;A;54;Email;38
UB17668724;N;A;13;Email;32
UB17670993;N;A;13;Direct Mail;275
UB17679242;N;A;1;Direct Mail;945
UB17684820;N;A;13;Direct Mail;672
UB17692468;N;A;59;Email;64
UB17693342;N;A;13;Direct Mail;601
UB17694183;N;A;59;Direct Mail;117
UB17695230;Y;A;31;Direct Mail;945
UB17698259;N;A;13;Web;840
UB17698572;N;A;13;Web;606
UB17700428;Y;A;31;Direct Mail;601
UB17700535;N;A;31;Email;21
UB17723966;N;A;54;Direct Mail;801
UB17724444;N;A;35;Direct Mail;191
UB17726936;N;A;13;Email;331
UB17728791;N;A;13;Direct Mail;582
UB17735507;N;A;35;Email;770
UB17742560;N;A;13;Email;980
UB17743261;N;A;13;Email;801
UB17749136;N;A;1;Email;18
UB17753641;N;A;13;Email;370
UB17755323;N;A;13;Email;553
UB17759762;N;A;35;Direct Mail;191
UB17765991;N;A;35;Email;482
UB17766106;N;A;35;Direct Mail;32
UB17769936;N;A;31;Direct Mail;331
UB17772021;N;A;35;Web;840
UB17775230;N;A;13;Email;29
UB17779687;N;A;13;Email;531
UB17779992;N;A;35;Email;770
UB17789546;N;A;35;Email;32
UB17794074;N;A;1;Direct Mail;300
UB17803719;N;A;54;Web;500
UB17808247;N;A;13;Email;982
UB17810524;N;A;54;Email;402
UB17810771;N;A;13;Web;945
UB17811837;N;A;13;Email;18
UB17812553;N;A;13;Web;265
UB17817164;N;A;59;Email;38
UB17819459;N;A;13;Email;32
UB17827999;N;A;7;Web;945
UB17830274;N;A;13;Web;900
UB17838459;N;A;31;Direct Mail;152
UB17841008;N;A;31;Email;180
UB17844317;N;A;31;Email;752
UB17844440;N;A;31;Email;852
UB17847302;N;A;13;Direct Mail;800
UB17848268;N;A;13;Email;945
UB17853458;N;A;13;Email;750
UB17854407;N;A;13;Web;32
UB17861485;N;A;13;Email;945
UB17863838;N;A;35;Email;554
UB17865064;N;A;13;Email;853
UB17865387;N;A;1;Direct Mail;180
UB17867250;N;A;35;Email;234
UB17877564;N;A;35;Email;601
UB17880089;N;A;32;Email;852
UB17881186;N;A;35;Web;601
UB17884305;N;A;31;Direct Mail;275
UB17885930;N;A;35;Email;750
UB17888744;N;A;1;Email;395
UB17890419;N;A;1;Direct Mail;208
UB17891136;N;A;35;Direct Mail;926
UB17894155;N;A;13;Email;212
UB17894346;N;A;13;Email;38
UB17894874;N;A;31;Email;721
UB17897133;N;A;13;Email;871
UB17901026;N;A;7;Direct Mail;981
UB17903758;N;A;13;Direct Mail;152
UB17912668;N;A;13;Email;117
UB17917873;N;A;13;Email;234
UB17930181;N;A;35;Email;234
UB17932666;N;A;35;Email;32
UB17933441;N;A;35;Email;841
UB17937178;N;A;31;Web;300
UB17938036;N;A;31;Email;152
UB17938085;N;A;31;Direct Mail;705
UB17941246;N;A;13;Email;503
UB17943333;N;A;31;Email;782
UB17948282;N;A;35;Direct Mail;945
UB17951492;Y;A;13;Email;532
UB17953639;N;A;13;Email;275
UB17954801;N;A;32;Direct Mail;191
UB17962051;Y;A;13;Email;381
UB17962994;N;A;54;Email;852
UB17966177;Y;A;13;Direct Mail;801
UB17969734;N;A;13;Email;917
UB17969924;N;A;54;Email;60
UB17983123;N;A;32;Email;463
UB17984055;N;A;7;Email;481
UB17994666;N;A;35;Email;500
UB18003236;N;A;35;Email;201
UB18006890;N;A;35;Email;945
UB18007179;N;A;7;Web;500
UB18008649;N;A;35;Email;191
UB18008805;N;A;35;Web;600
UB18012047;N;A;35;Email;531
UB18016576;N;A;32;Direct Mail;782
UB18016634;N;A;32;Direct Mail;917
UB18022970;N;A;35;Email;841
UB18025346;N;A;35;Direct Mail;32
UB18026237;N;A;13;Email;600
UB18026336;N;A;13;Web;32
UB18029041;N;A;35;Email;672
UB18030031;N;A;35;Web;750
UB18034942;N;A;35;Direct Mail;275
UB18037101;N;A;35;Email;68
UB18039024;N;A;32;Email;394
UB18040923;N;A;35;Email;945
UB18042713;N;A;7;Direct Mail;295
UB18046466;Y;A;13;Web;972
UB18048348;N;A;13;Email;331
UB18051664;N;A;13;Direct Mail;220
UB18057372;N;A;35;Direct Mail;482
UB18066639;N;A;6;Email;32
UB18067686;N;A;13;Web;750
UB18070581;N;A;1;Direct Mail;601
UB18085324;N;A;35;Direct Mail;945
UB18093138;N;A;54;Direct Mail;981
UB18098905;N;A;13;Email;630
UB18107789;N;A;13;Direct Mail;720
UB18108662;N;A;54;Email;721
UB18112847;N;A;13;Email;981
UB18117143;N;A;6;Direct Mail;32
UB18118000;N;A;13;Web;750
UB18119818;N;A;13;Direct Mail;38
UB18128363;N;A;35;Web;500
UB18130732;N;A;32;Email;972
UB18136242;N;A;6;Direct Mail;38
UB18146811;N;A;6;Web;32
UB18148197;N;A;7;Direct Mail;18
UB18150789;N;A;9;Web;68
UB18154823;N;A;13;Direct Mail;31
UB18158790;N;A;32;Web;917
UB18169078;N;A;7;Email;945
UB18183624;N;A;6;Email;38
UB18194159;N;A;32;Email;996
UB18202820;N;A;31;Direct Mail;191
UB18206508;N;A;13;Email;201
UB18221937;N;A;1;Direct Mail;750
UB18231696;N;A;31;Direct Mail;900
UB18240440;N;A;31;Email;945
UB18241653;N;A;7;Direct Mail;972
UB18251157;N;A;54;Email;594
UB18257352;N;A;32;Web;201
UB18259812;N;A;31;Web;945
UB18267856;N;A;7;Direct Mail;900
UB18268722;N;A;9;Web;117
UB18276196;N;A;31;Email;296
UB18286112;N;A;31;Email;917
UB18294090;N;A;32;Email;900
UB18298133;N;A;31;Email;352
UB18309435;N;A;35;Email;32
UB18312645;N;A;1;Email;21
UB18317602;N;A;54;Web;64
UB18318543;N;A;13;Web;630
UB18318907;N;A;3;Direct Mail;331
UB18319228;N;A;7;Direct Mail;720
UB18326256;N;A;54;Email;631
UB18327163;N;A;13;Direct Mail;970
UB18328567;N;A;35;Web;750
UB18332288;N;A;35;Email;112
UB18332957;N;A;54;Direct Mail;21
UB18334680;N;A;54;Direct Mail;945
UB18335125;N;A;1;Email;220
UB18338434;N;A;1;Email;482
UB18340414;Y;A;1;Web;331
UB18342022;N;A;1;Email;394
UB18344655;Y;A;13;Email;452
UB18345009;N;A;3;Web;945
UB18345249;N;A;31;Web;837
UB18345314;N;A;31;Email;54
UB18345900;N;A;13;Email;117
UB18347096;N;A;31;Email;191
UB18352039;N;A;3;Web;750
UB18353193;N;A;13;Direct Mail;750
UB18356055;N;A;31;Web;600
UB18363002;N;A;31;Web;112
UB18365015;N;A;35;Direct Mail;482
UB18370148;Y;A;7;Web;681
UB18372136;N;A;13;Email;900
UB18372367;N;A;13;Email;286
UB18374926;N;A;1;Web;275
UB18377937;N;A;13;Web;550
UB18380881;N;A;35;Email;207
UB18381186;N;A;35;Email;604
UB18383083;N;A;13;Direct Mail;18
UB18387704;N;A;13;Direct Mail;191
UB18397281;N;A;3;Email;750
UB18397687;N;A;54;Direct Mail;265
UB18402719;N;A;3;Direct Mail;926
UB18411439;N;A;3;Email;750
UB18415869;N;A;13;Email;112
UB18418160;N;A;13;Email;606
UB18419929;N;A;13;Email;441
UB18421537;N;A;13;Direct Mail;801
UB18431593;Y;A;13;Email;720
UB18433284;N;A;13;Email;662
UB18456640;N;A;3;Web;750
UB18457119;N;A;31;Email;900
UB18457879;N;A;35;Email;31
UB18458109;Y;A;13;Email;801
UB18459719;N;A;35;Email;530
UB18460311;N;A;3;Web;331
UB18463737;N;A;3;Direct Mail;926
UB18465567;N;A;3;Direct Mail;926
UB18465716;N;A;31;Direct Mail;462
UB18476101;N;A;3;Email;900
UB18478487;N;A;35;Email;894
UB18481044;N;A;13;Web;301
UB18482471;N;A;35;Direct Mail;117
UB18482760;N;A;13;Web;917
UB18482786;N;A;13;Direct Mail;701
UB18486118;N;A;13;Email;370
UB18486951;N;A;31;Direct Mail;117
UB18494518;N;A;13;Web;982
UB18495788;N;A;31;Direct Mail;112
UB18497495;N;A;31;Direct Mail;21
UB18499970;N;A;35;Direct Mail;441
UB18500520;N;A;3;Web;770
UB18501353;N;A;13;Direct Mail;945
UB18507269;Y;A;13;Email;481
UB18510057;N;A;13;Direct Mail;42
UB18531004;N;A;13;Email;208
UB18536490;Y;A;13;Web;600
UB18536656;N;A;13;Direct Mail;117
UB18553651;N;A;13;Direct Mail;117
UB18560359;N;A;7;Email;331
UB18570531;N;A;31;Email;331
UB18572917;N;A;35;Email;300
UB18573550;N;A;7;Direct Mail;191
UB18576769;N;A;13;Direct Mail;234
UB18585158;N;A;35;Web;782
UB18586685;N;A;35;Web;60
UB18586909;N;A;35;Web;32
UB18587121;N;A;13;Email;197
UB18593632;N;A;13;Web;381
UB18602755;N;A;13;Direct Mail;532
UB18604074;N;A;35;Web;50
UB18604231;N;A;35;Email;945
UB18609685;N;A;13;Email;900
UB18610659;Y;A;1;Direct Mail;967
UB18613687;N;A;7;Email;601
UB18619528;N;A;1;Email;750
UB18620260;N;A;13;Direct Mail;945
UB18621789;N;A;13;Direct Mail;750
UB18628651;N;A;13;Email;301
UB18630517;N;A;13;Email;275
UB18630947;N;A;1;Web;191
UB18633461;N;A;1;Web;972
UB18637355;N;A;13;Email;945
UB18637991;N;A;32;Web;982
UB18640169;N;A;7;Web;970
UB18647016;N;A;1;Direct Mail;700
UB18647024;N;A;1;Direct Mail;852
UB18655415;N;A;32;Email;802
UB18661330;Y;A;35;Web;32
UB18661967;N;A;54;Email;601
UB18665927;N;A;54;Web;201
UB18666164;N;A;54;Direct Mail;700
UB18667071;Y;A;7;Web;286
UB18670513;N;A;1;Web;32
UB18672758;N;A;7;Direct Mail;891
UB18673723;N;A;13;Direct Mail;38
UB18682492;N;A;13;Direct Mail;38
UB18699165;N;A;54;Web;972
UB18708784;N;A;1;Web;394
UB18712653;Y;A;31;Direct Mail;926
UB18714592;N;A;54;Direct Mail;981
UB18716191;N;A;31;Direct Mail;945
UB18718817;N;A;13;Direct Mail;402
UB18724567;N;A;31;Direct Mail;441
UB18725366;N;A;13;Web;32
UB18728659;N;A;1;Email;631
UB18729202;N;A;13;Direct Mail;32
UB18732404;N;A;35;Direct Mail;917
UB18739276;N;A;13;Email;275
UB18739896;N;A;32;Direct Mail;604
UB18749093;N;A;54;Email;481
UB18750828;N;A;54;Web;503
UB18753137;N;A;35;Email;601
UB18756163;N;A;54;Web;40
UB18757492;N;A;54;Direct Mail;180
UB18762286;N;A;1;Web;463
UB18762443;N;A;1;Email;981
UB18763243;N;A;54;Web;301
UB18765081;N;A;54;Direct Mail;601
UB18775155;N;A;32;Email;208
UB18785261;N;A;31;Email;201
UB18790592;N;A;1;Email;968
UB18790766;N;A;31;Web;945
UB18790808;N;A;31;Email;191
UB18791392;Y;A;13;Direct Mail;800
UB18794131;N;A;1;Web;301
UB18798611;Y;A;35;Direct Mail;32
UB18801878;Y;A;13;Direct Mail;926
UB18802389;N;A;1;Direct Mail;331
UB18812552;N;A;13;Direct Mail;410
UB18820233;N;A;1;Email;750
UB18827907;N;A;35;Email;68
UB18830349;N;A;35;Email;38
UB18833624;N;A;13;Web;981
UB18833905;N;A;13;Email;331
UB18845404;N;A;35;Email;782
UB18852491;N;A;13;Direct Mail;210
UB18862490;N;A;1;Email;531
UB18887075;Y;A;35;Email;352
UB18914556;N;A;54;Direct Mail;32
UB18922104;Y;A;13;Email;201
UB18930685;N;A;10;Email;331
UB18944074;N;A;13;Email;152
UB18947291;N;A;13;Web;731
UB18950444;N;A;54;Direct Mail;441
UB18952085;N;A;54;Email;945
UB18952432;N;A;1;Web;926
UB18953547;N;A;13;Email;800
UB18955690;N;A;35;Direct Mail;662
UB18963603;N;A;35;Web;32
UB18964353;N;A;35;Direct Mail;945
UB18968248;N;A;35;Direct Mail;500
UB18968859;N;A;35;Email;117
UB18975631;N;A;13;Direct Mail;945
UB18976308;N;A;31;Direct Mail;945
UB18983320;N;A;7;Email;44
UB18986455;N;A;1;Email;191
UB18987313;N;A;13;Email;968
UB18995621;N;A;54;Direct Mail;721
UB19001999;N;A;54;Email;917
UB19005032;N;A;34;Web;900
UB19007152;N;A;7;Direct Mail;234
UB19007186;N;A;31;Email;452
UB19019777;N;A;7;Direct Mail;275
UB19020510;N;A;34;Web;331
UB19025154;N;A;54;Email;480
UB19033489;N;A;1;Email;782
UB19033786;N;A;31;Direct Mail;21
UB19034859;N;A;59;Direct Mail;117
UB19054519;N;A;31;Email;207
UB19055912;N;A;1;Web;731
UB19061290;N;A;31;Email;207
UB19063213;N;A;31;Direct Mail;900
UB19067222;N;A;13;Email;770
UB19072255;N;A;13;Direct Mail;601
UB19074020;N;A;13;Email;750
UB19074053;N;A;13;Direct Mail;21
UB19077676;Y;A;13;Web;275
UB19086867;Y;A;13;Web;982
UB19095983;Y;A;7;Direct Mail;500
UB19095991;N;A;7;Email;275
UB19099753;Y;A;1;Email;481
UB19103118;N;A;54;Email;700
UB19117290;N;A;35;Email;672
UB19117845;N;A;35;Email;809
UB19124650;N;A;33;Direct Mail;112
UB19128560;Y;A;32;Email;801
UB19136407;N;A;35;Web;481
UB19142173;N;A;35;Web;481
UB19143262;N;A;54;Email;275
UB19148931;Y;A;56;Email;38
UB19149707;N;A;9;Email;32
UB19154277;Y;A;35;Email;481
UB19156611;N;A;9;Web;112
UB19164276;N;A;35;Direct Mail;721
UB19170430;N;A;31;Web;191
UB19174150;N;A;9;Email;112
UB19182286;N;A;13;Email;604
UB19183839;Y;A;13;Email;720
UB19187558;N;A;13;Email;503
UB19189471;N;A;54;Direct Mail;38
UB19200427;N;A;54;Email;191
UB19204346;N;A;13;Direct Mail;782
UB19207737;N;A;13;Web;802
UB19210863;N;A;31;Direct Mail;917
UB19217116;N;A;13;Email;606
UB19226984;N;A;56;Direct Mail;117
UB19228279;N;A;54;Web;191
UB19232834;N;A;31;Direct Mail;152
UB19234327;N;A;59;Web;38
UB19234665;N;A;31;Email;480
UB19242726;Y;A;34;Direct Mail;945
UB19246636;Y;A;13;Direct Mail;152
UB19248533;N;A;1;Email;207
UB19252105;N;A;54;Direct Mail;441
UB19253244;N;A;34;Email;331
UB19259001;N;A;1;Email;700
UB19260595;Y;A;1;Direct Mail;331
UB19261429;N;A;35;Email;531
UB19263136;N;A;31;Email;945
UB19265198;N;A;56;Email;117
UB19277227;N;A;32;Email;820
UB19286657;N;A;35;Email;972
UB19288968;N;A;59;Email;32
UB19296029;N;A;35;Email;64
UB19324540;N;A;31;Email;631
UB19337849;Y;A;1;Web;705
UB19363266;N;A;59;Direct Mail;38
UB19372028;N;A;13;Direct Mail;917
UB19389808;N;A;1;Email;981
UB19402973;N;A;1;Direct Mail;970
UB19410091;N;A;13;Direct Mail;201
UB19412980;N;A;32;Direct Mail;191
UB19413202;N;A;35;Email;60
UB19421197;N;A;9;Direct Mail;117
UB19429968;N;A;9;Direct Mail;32
UB19432327;N;A;35;Web;352
UB19439280;N;A;13;Email;852
UB19441088;N;A;54;Email;331
UB19442508;N;A;13;Email;331
UB19446210;N;A;13;Direct Mail;770
UB19451970;N;A;13;Email;381
UB19454909;N;A;35;Direct Mail;112
UB19462142;N;A;54;Web;462
UB19464841;N;A;31;Direct Mail;945
UB19468628;N;A;35;Email;331
UB19468685;N;A;35;Email;900
UB19468859;N;A;35;Email;38
UB19478247;N;A;54;Direct Mail;441
UB19478429;N;A;9;Direct Mail;117
UB19482827;N;A;7;Direct Mail;503
UB19486257;N;A;32;Direct Mail;981
UB19502400;N;A;35;Direct Mail;40
UB19503085;N;A;54;Web;152
UB19504869;N;A;54;Web;980
UB19505361;N;A;54;Email;21
UB19505809;N;A;35;Email;60
UB19509306;N;A;35;Web;441
UB19514355;N;A;35;Email;750
UB19515527;N;A;35;Web;32
UB19527753;N;A;35;Email;441
UB19528421;N;A;9;Web;117
UB19530252;N;A;9;Direct Mail;60
UB19539493;N;A;13;Direct Mail;917
UB19544865;N;A;1;Web;294
UB19547876;N;A;1;Email;31
UB19555754;N;A;13;Direct Mail;730
UB19556455;Y;A;1;Email;900
UB19560093;N;A;32;Web;386
UB19569094;N;A;13;Web;802
UB19570464;N;A;7;Web;301
UB19571371;N;A;59;Email;32
UB19578715;N;A;9;Email;117
UB19586619;N;A;1;Email;662
UB19588482;N;A;59;Direct Mail;100
UB19589993;N;A;1;Direct Mail;917
UB19590868;N;A;9;Email;117
UB19590884;N;A;9;Web;60
UB19607951;N;A;9;Email;38
UB19615004;N;A;9;Email;117
UB19646769;N;A;35;Email;117
UB19646967;N;A;35;Email;980
UB19648716;Y;A;13;Email;721
UB19649862;N;A;9;Email;100
UB19652205;N;A;13;Direct Mail;152
UB19652643;N;A;13;Direct Mail;152
UB19656354;N;A;7;Email;18
UB19659291;N;A;13;Web;606
UB19661255;N;A;35;Direct Mail;32
UB19661339;N;A;35;Direct Mail;303
UB19662980;N;A;35;Direct Mail;201
UB19663723;N;A;9;Email;117
UB19667591;N;A;13;Direct Mail;331
UB19670025;N;A;35;Email;38
UB19676196;N;A;13;Email;870
UB19676204;N;A;13;Direct Mail;503
UB19681345;N;A;7;Direct Mail;800
UB19685403;N;A;13;Web;208
UB19707587;N;A;13;Direct Mail;283
UB19709344;N;A;35;Web;945
UB19720184;N;A;7;Direct Mail;917
UB19723097;N;A;31;Email;631
UB19723436;N;A;13;Email;199
UB19729680;N;A;13;Email;900
UB19730167;N;A;7;Email;875
UB19730993;N;A;9;Web;117
UB19732205;N;A;13;Email;731
UB19733823;Y;A;13;Email;981
UB19736420;N;A;7;Web;331
UB19738442;N;A;13;Email;64
UB19755677;N;A;54;Direct Mail;180
UB19756998;N;A;9;Email;117
UB19765940;N;A;32;Email;530
UB19768274;N;A;54;Web;152
UB19777531;N;A;7;Email;972
UB19779362;N;A;7;Web;352
UB19779941;N;A;1;Email;331
UB19781574;Y;A;1;Direct Mail;331
UB19792076;N;A;54;Direct Mail;112
UB19803345;Y;A;59;Web;32
UB19803451;Y;A;7;Direct Mail;220
UB19813930;N;A;7;Web;21
UB19817105;N;A;35;Email;117
UB19822386;N;A;35;Email;601
UB19827336;N;A;54;Web;265
UB19842822;N;A;54;Email;64
UB19844687;N;A;54;Direct Mail;300
UB19860667;N;A;35;Email;875
UB19868785;N;A;13;Email;283
UB19874031;N;A;13;Email;441
UB19877083;N;A;13;Email;191
UB19882158;N;A;13;Web;800
UB19883172;N;A;35;Email;117
UB19884311;N;A;13;Direct Mail;900
UB19885284;N;A;35;Direct Mail;770
UB19887793;N;A;13;Web;370
UB19887892;N;A;13;Email;945
UB19890540;Y;A;9;Web;112
UB19891142;N;A;13;Email;234
UB19892587;Y;A;13;Web;331
UB19895861;N;A;9;Email;112
UB19908136;N;A;9;Direct Mail;112
UB19916824;N;A;13;Email;208
UB19918515;N;A;9;Direct Mail;32
UB19920859;N;A;13;Email;917
UB19923762;N;A;35;Email;750
UB19940121;N;A;31;Web;21
UB19942275;N;A;59;Direct Mail;38
UB19943471;N;A;31;Direct Mail;152
UB19947332;N;A;59;Email;117
UB19948421;N;A;13;Email;480
UB19957281;N;A;13;Web;60
UB19958420;N;A;9;Email;68
UB19967561;N;A;13;Direct Mail;410
UB19971860;N;A;13;Email;265
UB19976836;N;A;59;Direct Mail;112
UB19993120;N;A;9;Direct Mail;100
UB19994250;N;A;13;Direct Mail;852
UB19995521;N;A;13;Web;462
UB19998939;N;A;13;Email;945
UB20003893;N;A;35;Email;32
UB20005997;N;A;31;Email;64
UB20006235;N;A;35;Web;900
UB20006417;Y;A;13;Email;152
UB20013595;N;A;35;Direct Mail;18
UB20014254;N;A;13;Email;38
UB20017455;N;A;9;Web;112
UB20020533;N;A;35;Email;21
UB20040119;Y;A;9;Email;32
UB20045449;N;A;35;Email;945
UB20049086;N;A;35;Email;945
UB20051405;N;A;54;Email;18
UB20056305;N;A;13;Web;462
UB20066544;N;A;13;Email;191
UB20076253;N;A;9;Web;117
UB20082046;N;A;13;Email;21
UB20085247;N;A;32;Direct Mail;441
UB20086146;N;A;13;Web;782
UB20087326;N;A;13;Direct Mail;32
UB20087557;N;A;31;Web;945
UB20088118;N;A;13;Email;331
UB20090627;N;A;31;Direct Mail;210
UB20097945;N;A;13;Email;21
UB20097952;N;A;13;Direct Mail;480
UB20098257;N;A;31;Email;352
UB20098778;N;A;13;Email;945
UB20102711;N;A;1;Email;981
UB20111183;N;A;9;Web;32
UB20134029;Y;A;54;Web;191
UB20136586;N;A;59;Email;32
UB20138194;N;A;31;Direct Mail;891
UB20156196;N;A;35;Direct Mail;531
UB20161873;N;A;1;Direct Mail;853
UB20162764;N;A;13;Email;900
UB20172458;N;A;1;Email;752
UB20173480;N;A;13;Email;191
UB20178273;N;A;31;Email;532
UB20181111;N;A;31;Email;917
UB20183711;N;A;13;Direct Mail;532
UB20184842;Y;A;13;Web;945
UB20204350;N;A;35;Email;201
UB20205548;N;A;13;Email;891
UB20221958;Y;A;35;Direct Mail;32
UB20221990;N;A;35;Email;255
UB20224911;N;A;57;Direct Mail;331
UB20225447;N;A;13;Email;630
UB20232260;N;A;35;Email;38
UB20232948;N;A;31;Email;601
UB20235594;N;A;35;Email;331
UB20237996;N;A;9;Direct Mail;32
UB20243366;N;A;54;Email;462
UB20245338;N;A;31;Email;945
UB20250262;N;A;31;Email;352
UB20255592;N;A;31;Email;441
UB20256004;N;A;13;Direct Mail;750
UB20261640;N;A;13;Direct Mail;234
UB20262952;N;A;13;Email;871
UB20264552;N;A;13;Email;191
UB20266292;N;A;13;Web;117
UB20269080;N;A;9;Email;100
UB20269684;N;A;13;Direct Mail;604
UB20283081;N;A;9;Email;117
UB20284717;N;A;9;Email;32
UB20298592;N;A;9;Direct Mail;32
UB20307864;N;A;13;Email;38
UB20308920;N;A;13;Direct Mail;606
UB20314423;N;A;9;Email;117
UB20318663;N;A;57;Email;331
UB20333050;Y;A;13;Web;750
UB20337325;N;A;13;Email;294
UB20339271;N;A;13;Web;191
UB20340311;N;A;7;Email;900
UB20343471;N;A;35;Email;900
UB20351102;N;A;13;Email;630
UB20353439;N;A;31;Direct Mail;900
UB20355319;N;A;31;Email;462
UB20356812;N;A;34;Direct Mail;750
UB20358594;N;A;34;Email;770
UB20359725;N;A;32;Email;740
UB20367165;N;A;34;Direct Mail;900
UB20374724;N;A;35;Email;462
UB20379475;N;A;1;Email;352
UB20380424;N;A;31;Email;801
UB20383485;N;A;35;Direct Mail;770
UB20383493;N;A;35;Email;32
UB20385837;N;A;31;Direct Mail;40
UB20386017;N;A;13;Direct Mail;60
UB20389151;N;A;32;Email;532
UB20392262;N;A;1;Web;945
UB20393062;N;A;34;Email;770
UB20393286;N;A;34;Web;770
UB20395752;N;A;1;Web;782
UB20400263;N;A;57;Email;917
UB20402202;N;A;54;Web;441
UB20409462;N;A;13;Direct Mail;32
UB20410056;N;A;54;Web;21
UB20424883;N;A;13;Email;752
UB20437737;N;A;31;Email;662
UB20445268;N;A;33;Web;112
UB20446688;N;A;13;Web;295
UB20447561;N;A;13;Email;480
UB20452124;N;A;13;Web;220
UB20452512;N;A;54;Email;210
UB20461661;N;A;13;Direct Mail;68
UB20464186;N;A;13;Email;201
UB20464434;N;A;33;Email;112
UB20474607;N;A;13;Email;112
UB20476255;N;A;13;Direct Mail;191
UB20478632;N;A;1;Email;917
UB20479739;N;A;13;Email;331
UB20488631;N;A;34;Email;331
UB20491890;N;A;13;Email;152
UB20495933;N;A;31;Email;604
UB20500989;N;A;34;Email;750
UB20503876;N;A;32;Direct Mail;600
UB20517488;N;A;54;Direct Mail;895
UB20525861;Y;A;13;Direct Mail;32
UB20534913;Y;A;54;Direct Mail;850
UB20548384;N;A;13;Email;191
UB20548764;N;A;54;Email;945
UB20551032;N;A;13;Web;234
UB20558946;N;A;35;Email;752
UB20561098;N;A;1;Web;370
UB20561858;N;A;54;Web;836
UB20564282;N;A;35;Email;381
UB20568093;N;A;32;Web;553
UB20569257;N;A;13;Direct Mail;836
UB20578159;Y;A;35;Web;973
UB20581765;N;A;7;Email;21
UB20584884;N;A;13;Email;530
UB20586061;N;A;31;Direct Mail;891
UB20586277;N;A;31;Email;18
UB20586384;N;A;13;Web;60
UB20587598;Y;A;57;Email;331
UB20588018;N;A;31;Email;700
UB20593422;N;A;13;Direct Mail;300
UB20596805;N;A;13;Email;32
UB20597662;N;A;13;Direct Mail;191
UB20600961;N;A;54;Email;462
UB20602363;N;A;35;Email;530
UB20607545;N;A;35;Direct Mail;32
UB20610911;N;A;35;Direct Mail;463
UB20612479;N;A;13;Web;275
UB20626016;N;A;31;Direct Mail;731
UB20630737;N;A;13;Email;191
UB20632386;N;A;13;Email;18
UB20633541;N;A;13;Web;21
UB20642641;N;A;31;Email;28
UB20644324;N;A;31;Email;283
UB20649844;N;A;13;Web;800
UB20651048;N;A;13;Email;201
UB20658225;N;A;54;Email;286
UB20664546;N;A;13;Direct Mail;201
UB20664744;N;A;13;Direct Mail;824
UB20665386;N;A;13;Email;770
UB20675252;N;A;13;Direct Mail;926
UB20679510;Y;A;34;Direct Mail;945
UB20684304;N;A;1;Email;482
UB20687521;N;A;35;Direct Mail;117
UB20695698;N;A;35;Web;38
UB20707030;N;A;13;Web;604
UB20713285;N;A;35;Direct Mail;54
UB20713863;N;A;13;Email;900
UB20713970;N;A;13;Email;441
UB20715918;N;A;34;Direct Mail;770
UB20718243;N;A;13;Web;770
UB20718748;N;A;35;Email;601
UB20720686;N;A;13;Direct Mail;750
UB20730388;N;A;13;Web;212
UB20730677;N;A;35;Web;606
UB20743233;N;A;35;Web;32
UB20751020;N;A;1;Direct Mail;30
UB20761029;N;A;33;Direct Mail;117
UB20782462;N;A;35;Email;100
UB20789913;N;A;35;Direct Mail;481
UB20790689;N;A;57;Email;926
UB20793188;N;A;13;Web;770
UB20793485;N;A;13;Email;740
UB20795076;N;A;13;Web;191
UB20795480;N;A;1;Email;750
UB20803987;N;A;35;Email;770
UB20805594;N;A;35;Direct Mail;945
UB20806147;N;A;57;Email;945
UB20811915;N;A;35;Email;630
UB20812640;N;A;13;Web;800
UB20817706;N;A;13;Direct Mail;481
UB20819942;N;A;57;Email;331
UB20823548;N;A;57;Direct Mail;945
UB20824397;N;A;35;Web;191
